Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_abbr,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,img_id,image_id,trade_price,real_cost,cellar_price,enoteca_price,mark-up,margin_%,Source,
ON,by_btl,Red,Chile,Central Valley,Rapel Valley,,4296,2011,,Casa Lapostolle Merlot,拉博丝特卡莎梅洛红葡萄酒,750, ,"Merlot
Carmenere
Syrah
Petit Verdot
Cabernet Sauvignon",,,,,,"Casa Merlot
Young and intense bright purple red in colour. Very clean and intense aromas with delightfully fresh red fruit and black pepper dominating the nose. Well structured and juicy tannins that evolve a long finish.
拉博丝特卡莎梅洛红葡萄酒
年轻而浓郁明亮的紫红色。入口非常清爽且果香浓郁，在令人愉快的新鲜红色水果的风味的衬托下，黑胡椒的味道十分明显。入口结构分明，单宁可口。天然的酸度和新鲜的单宁令人垂涎。回味悠长。",,Casa_Lapostolle_Cuvee_Alexandre_Merlot.png,¥	85.00,¥	76.00,¥	91.20,¥	270.00,255%,72%,MHD,
ON,by_btl,Sparkling,Spain,Cava,,,1032,NV,,Freixenet Cava Carta Nevada,菲斯奈特金牌起泡葡萄酒                              ,750,,"Parellada /33%, 
Macabeo/ 33%, 
Xarello/ 33%

",,,87,,,"Straw yellow in color; clean and brilliant with medium-sized bubbles producing a persistent mousse. Light floral aromas on the nose, with a cleansing palate due to medium ageing. The dosage is made with wine from the same coupage aged for 12 mouths in oak barrels.
Best served at a temperature of 6-7ºC.
清雅的稻黄色酒体，酒体晶莹剔透，泡沫丰富持久，大小适中。淡淡的花香味，适度的陈酿令其口味清爽怡人。后添加的酒液是同批酒液经过12个月在橡木桶中的陈酿精心制成。
适宜在6至7摄氏度条件下饮用。

",,freixenet_carta_nevada_bs.png,¥	99.00,¥	77.00,¥	92.40,¥	270.00,251%,71%,ASC,
ON,by_btl,White,France,Bourgogne,Côte de Beaune,Puligny Montrachet,2020,2009,Bouchard Puligny Montrachet,Bouchard Père & Fils Puligny Montrachet,宝尚父子布里尼白葡萄酒,750,,Chardonnay,,,,,,"Delicious floral and fruit aromas with a nice oaky note. An attractive marriage between power and elegance, this wine also offers lovely smoothness. Good ageing potential.
美味迷人的花果香气伴着丝丝橡木辛香。巧妙的将力量和优雅融为一体，搭配上诱人的柔顺质地令其吸引力倍增，陈化潜力优秀",,Puligny_Montrachet_Bouchard.png,¥	680.00,¥	578.00,¥	693.60,"¥	1,330.00",130%,57%,SMG,
ON,by_btl,Red,Spain,Castilla y Leon,,,4170,2011,,Freixenet Mia Red,菲斯奈特臻我红葡萄酒                              ,750,,Tempranillo/100%,,,,,,"The colour is intense ruby red with violet-blue undertones characteristic of young red wines. This is a classic Tempranillo, showing intense flavours of earth, plums and violets over a hint of orange peel. It is full and luscious in the palate, rich in ripe fruits and fine tannins, with a great balance and lingering finish. Try it with white meat, beef, lamb, minor game, pasta, vegetables and half cured cheese.
 红宝石色泽，略带一丝年轻葡萄酒特有的紫罗兰色。典型天帕尼洛葡萄的口感，明显的泥土、李子、紫罗兰、橙皮的香气。口感饱满，口味甘甜，丰富的成熟水果风味。单宁柔和平衡，回味绵长。
该酒适合搭配白肉，牛肉，羔羊肉，野味，意大利面，蔬菜以及半成熟干酪。
",,freixenet_mia_rouge_bs_nv.png,¥	99.00,¥	77.00,¥	92.40,¥	270.00,251%,71%,ASC,
ON,by_btl,Red,Italy,Tuscana,IGT Rosso,,4126,2011,,Banfi Col di Sasso IGT,班菲酒厂科迪萨琐红葡萄酒                              ,750,,"Sangiovese/30%
Cabernet Sauvignon/70% 
",,,,,,"Intense ruby red color with violet hues. Fresh and fruit-forward aromas with notes of black currants, plums and wild strawberries. Well-balanced structure with a long finish.
Col di Sasso is a youthful red to be enjoyed with grilled or roasted meats, poultry, or as an ideal accompaniment to pasta with meat sauce and mildly piquant cheeses. 
 深宝石红色掩映着紫罗兰色光泽。果味突出，清新怡人。散发着黑莓，李子和野草莓的芳香。结构平衡，回味悠长。
是一款年轻的红酒。可搭配烧烤肉类，禽类，肉酱意面和芝士。",,Banfi_col_di_sasso_toscana.png,¥	115.00,¥	78.00,¥	93.60,¥	280.00,259%,72%,ASC,
ON,by_btl,Sparkling,Italy,Veneto,Treviso,Valdobbiadene and Vidor,1040,NV,,De Faveri Prosecco DOC,意大利普罗塞克起泡白葡萄酒（意大利法定产区）,750,11%,Glera (Prosecco) /100%,,,,,,"Fruity bouquet with peach and spring flowers. Natural sparkling wine, fruity with an intense bouquet reminiscent of some spring flowers, not an overly dry flavour. 桃子与春花香气。果香味浓郁。自然起泡葡萄酒，果味中混含浓郁的春花芳香，却无过干的口感。",,de_faveri_proseco.png,¥	118.00,¥	79.00,¥	94.80,¥	280.00,254%,72%,BwA,
ON,by_btl,White,France,Bourgogne,Côte de Beaune,Corton-Charlemagne Grand Cru,2021,2010,Joseph Drouhin Corton-Charlemagne Grand Cru,Joseph Drouhin Corton-Charlemagne Grand Cru,约瑟夫杜鲁安安考顿庄园查理曼特级白,750,,Chardonnay/100%,,94,,,,"One of the greatest wines of Burgundy, to be tasted with awe and reverence. It has an intense golden hue. On the nose, there are some subtle tones of rose, fresh almond, citrus, honey, exotic wood and spice. Majestic and well balanced on the palate. Generous and lively at the same time. Intense and complex aftertaste. All the aromas mingle and linger for quite a long time afterwards. A wine of undeniable majesty
勃艮第地区最好的葡萄酒之一，品尝时对酿酒师的崇敬之情油然而生。色泽金黄。香气中微妙地融合了玫瑰、鲜杏仁、柑橘、蜂蜜、木材与香料的馨香。独到而又平衡的味觉。醇厚与活力共存，浓烈而富有层次感。品尝之后良久，香味仍然流连于唇齿之间。一款毋庸置疑的尊贵之酒。",,,"¥	1,652.00","¥	1,156.00","¥	1,387.20","¥	2,400.00",108%,52%,Torres,
ON,by_btl,Red,South Africa,Western Cape,Coastal Region,,4303,2011,,Fleur du Cap Pinotage,南非好望角品乐干红葡萄酒                              ,750,,Pinotage/100% ,,,,,,"Dark ruby color with a slight purple rim. On the nose cherry and ripe plums, spiced with vanilla. Medium to full bodied with ripe plums and berry flavors and a long, persistent aftertaste.
Perfect with grilled lamb and poultry, pork roasts and game fish. An ideal accompaniment to classic Cape cuisine, such as Bobotie and Malay curries, as well as spicy Mexican food. 深沉的宝石红色酒体，掩映出淡雅的紫色边缘。散发着樱桃、成熟李子及香草辛香。口感适中偏厚重，成熟李子与浆果口味持久，绵长。
搭配烤羊肉、禽类、烤猪扒及鱼肉美味可口，与开普顿当地菜肴，如咖喱肉末、马来西亚咖喱饭及墨西哥辛辣菜肴搭配也十分理想。
",,fleur_du_cap_pinotage_nv.png,¥	101.00,¥	79.00,¥	94.80,¥	280.00,254%,72%,ASC,
ON,by_btl,Red,France,Bordeaux,Bordeaux Rouge,,4002,2010,,Château La Jalgue Rouge,拉侠戈古堡红葡萄酒,750,13%,"Merlot/48%
Cabernet Sauvignon/32%,
Cabernet Franc/20%",,,,,,"Crimson color, medium body, spicy, crushed fresh fruits. Fruity and rich. This
wine boasts an intense crimson-tinted robe. It develops a powerful, spice
nose finishing with grades of crushed fresh fuits. Fruity and rich, this
Bordeaux is of good substance and offers a certain length on the palate. 深
红色，中等酒体，新鲜水果和香料 香气。水果口味，味道丰富。拉侠戈
古堡红葡萄酒。口感紧实，强烈的爆发力，辛辣味，余味带有果香。果
香味浓重，余味悠长。",,chateau_la_jalgue_bdx_rouge_2009.png,¥	138.00,¥	80.00,¥	96.00,¥	280.00,250%,71%,BwA,
ON,by_btl,Sparkling,France,Limoux,,,1029,NV,,"Jean Babou Réserve l’Exception Brut, Blanquette de Limoux, AOC",保罗天然型起泡葡萄酒 ,750,12.0%,"Mauzac/90% 
Chardonnay/5% 
Chenin/5%",,90,,,,"Color：Pale yellow with green hint. Long-lasting bubble.
Nose: White flower and peach pear followed by toast and fresh butter flavour.
Palate:Clear and lively attack,smooth sensation.Then a fruity and butter overtake the palate.lingering.",,jean.babou_limoux.png,¥	98.00,¥	82.00,¥	98.40,¥	290.00,254%,72%,EMW,
ON,by_btl,Red,Bulgaria,Struma Valley,,,4192,2009,,Light Castle Cabernet Sauvignon,光之城堡赤霞珠红葡萄酒,750,14.50%,Cabernet Sauvignon/100%,,,,,,Wine with intensive dark colour and complex flavour of cherry and forest fruits. Full bodied with long sweet and spicy finish. Wine with extended maceration on the skins with several years aging potential,,4490434aba47c9e065f7bd42907c45af_76.png,¥	98.00,¥	82.00,¥	98.40,¥	290.00,254%,72%,BwA,
ON,by_btl,Red,Australia,South Eastern Australia,,,4197,2009,,Jacob’s Creek Pinot Noir,杰卡斯经典系列黑品乐干红,750,,Pinot Noir/100%,,,,,,"颜色:
中度红色。
酒香:
新鲜、富有品种特色，伴随着草莓、樱桃和干香草的气息。 
口味:
轻度到中度酒体，均衡的新鲜黑品诺的特色果香，柔软的果酸，以及优质、芳香、易入口的单宁。
Colour:
Medium depth red.
Bouquet:
Fresh and varietal, with strawberries and dried herbs.
Palate:
A light to medium-bodied wine, balancing fresh varietal Pinot Noir
flavours, soft acidity and fine, savoury, approachable tannins.
",,,¥	103.00,¥	82.50,¥	99.00,¥	290.00,252%,72%,PRC,
ON,by_btl,Sparkling,Australia,Victoria,,,1044,NV,,Brown Brothers Zibibbo (semi sweet),布琅兄弟资宝起泡葡萄酒（低醇葡萄酒）                              ,750,,Muscat of Alexandria,,,,,,"This sparkling wine is a youthful pale yellow to green colour and has lifted aromas of musk, sherbet, fresh passion fruit and apple. Zibibbo is bursting with Bubbles and summer fruit flavors with a racy, fresh vibrant finish. This Sparkling will make any occasion a celebration 这款起泡酒呈淡浅黄绿色，麝香，冰冻果子露，新鲜西番莲和苹果香味。带有爆发性的起泡，夏日水果香，清新活泼的余味。 这是一款适合任何庆典场合的起泡酒。",,brown_brothers_zibibbo.png,¥	107.00,¥	83.00,¥	99.60,¥	290.00,249%,71%,ASC,
ON,by_btl,White,France,Bourgogne,Côte de Beaune,,2022,2006,DRC Montrachet Grand Cru,Domaine de la Romanee-Conti Montrachet Grand Cru,罗曼尼康帝-蒙哈榭特级园,,,Chardonnay,,,,,,,,,"¥	25,000.00","¥	31,000.00","¥	37,200.00","¥	68,800.00",122%,55%,KIN,
ON,by_btl,White,France,Bourgogne,Mâconnais,Mâcon,2023,2009,Cave de Lugny Macon-Lugy Les Charmes,Cave de Lugny Macon-Lugny “Les Charmes”,吕尼酒窖莱莎尔白葡萄酒,750,13.00%,Chardonnay/100%,,,,,,"外观：清澈，呈金黄色并泛有光泽，浅龄酒略带绿色。
香气：气味清新，带有花香和水果香气（坚果、蜂蜜、金合欢和柑橘）。
口感：酒体浓厚度中等，混合美味水果和淡淡香料味道。该酒浓缩当地气候精髓，是马孔村最顶级的葡萄酒品种，口感与马孔内高级葡萄酒相似。
VISUAL: clear and shiny goldish yellow, with green hints when young
NOSE: fresh and fruity with notes of flowers and fruits (nuts, honey, acacia and citrus)
PALATE: medium-body, packed with delicate flavors of fruits with a slightly spicy finish. This wine benefit from the best of the appellation and stands out of the range of Mâcon-Villages, with a style close to the Crus du Maconnais",,cave_de_lugny_les_charmes_macon_lugny.png,¥	118.00,¥	75.00,¥	90.00,¥	290.00,287%,74%,Tohzen,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4203,2012,,Penfolds Private Release Shiraz Cabernet,奔富酒园精选设拉子加本力干红葡萄酒                              ,750,,"Shiraz/70% 
Cabernet Sauvignon/30%",,,,,,"Deep crimson color. A lifted nose of red berries, mint and spice evolves to display a light herbal character. The palate offers ripe fruit, soft tannins and a supple mouth-feel. Red berry and plum flavors are highlighted by black pepper and spice before subtle, savory oak firms up the finish. 
Pairs well with lamb, beef and pasta dishes. 深红的色泽。红莓、薄荷、香料的芬芳进而发展为淡雅的草药清香。富含成熟果味，单宁柔和，口感细腻。红莓、李子口味在黑胡椒与香料的衬托下更加突出。回味充满橡木的优雅气息。
搭配羊肉、牛肉及意大利面美味可口。
",,Penfolds_private_release_cabernet_shiraz_nv.png,¥	106.00,¥	83.00,¥	99.60,¥	290.00,249%,71%,ASC,
ON,by_btl,Sparkling,Chile,,,,1045,NV,,"Casillero del Diablo Brut Chardonnay Sparkling, Limarí Valley",红魔鬼天然型夏多内起泡葡萄酒,750,,Chardonnay,,,,15,,"Austerity and minerality, along with vibrant acidity;
Long persistent finish, fine and small bubbles and medium body set its elegance
紧致口感，矿物味道馥郁；
果酸充满活力，余味绵长悠然；
精致优雅，气泡细腻，酒体均衡。",,Casillero_del_Diablo_Brut_Chardonnay.png,¥	99.00,¥	84.00,¥	100.80,¥	290.00,245%,71%,SMG,
ON,by_btl,Rosé,Spain,Rosado,,,3003,2011,,Riscal Rosado,瑞格尔侯爵酒园里奥哈桃红葡萄酒                              ,750,,Tempranillo /100% ,,,,,,"
Vivid reddish in color, with a delicate, fruity bouquet of balsam and honey. Soft and elegant on the palate, with an indulgent hint of caramel to finish.
Well suited to lightly stir-fried vegetables and meats.
 娇艳的淡红色泽，蜂蜜与果香十分精致。口感柔和，优雅。回味蕴含淡淡的焦糖清香。
适合搭配油炸蔬菜或肉类。

",,Marques_de_riscal_rioja_rosado.png,¥	108.00,¥	84.00,¥	100.80,¥	290.00,245%,71%,ASC,
ON,by_btl,Red,Spain,VdlT,,,4179,2011,,Marques de Riscal 1860 Tempranillo VdlT,瑞格尔精选天帕尼洛法定产区干红葡萄酒                              ,750,,"Tinta de toro /85%  
Merlot y Syrah/ 15%  

",,,85,,,"Ripe with fruit and sweet with oak, this jammy red offers cherry, berry, vanilla and spice flavors. It has the structure for food, with a touch of acidity to keep it lively.
Pairs well with rice dishes, lamb and soft cheeses.
此款醇郁的红葡萄酒蕴含成熟的水果芬芳与甜润的橡木味道，樱桃、浆果、香草与辛香口味交织融合。结构精致，适合配餐，恰倒好处的果酸很好地体现出活泼的酒质。
搭配各式饭类、羊肉及口味清淡的乳酪十分理想。
",,Riscal_rosso_2006.png,¥	108.00,¥	84.00,¥	100.80,¥	290.00,245%,71%,ASC,
ON,by_btl,White,France,Bourgogne,Mâconnais,Mâcon,2024,2008,Cave de Lugny Chardonnay Les Beluses,Cave de Lugny Macon Chardonnay “Les Beluses”,吕尼酒窖莱·布鲁斯白葡萄酒,750,13.00%,Chardonnay/100%,,,,,,"外观：清透，呈金黄色并泛有光泽，浅龄酒略带绿色。
酒香：气味清新，带有果香和淡淡白花、柑橘和烘烤香。
口感：新鲜口感混合矿物质味道，真实体现霞多丽当地的土质特点。口味丰富、持久。带有金合欢、杏仁和葡萄柚味道。
VISUAL:clear and shiny goldish yellow, with green hints when young
NOSE:fresh and fruity with subtle aromas of white flowers, citrus and notes of toast.
PALATE:packed with freshness and minerality, this is the true expression of the terroir of Chardonnay. With complexity and a long finish, this wine has a high aromatic potential, with acacia, almond and grapefruit flavours.",,cave_de_lugny_macon_chardonnay_les_beluses.png,¥	178.00,¥	85.00,¥	102.00,¥	318.00,274%,73%,Tohzen,
ON,by_btl,Red,Chile,Central Valley,Maipo,,4291,2010,,Aquitania Reserva Cabernet Sauvignon,百子莲特酿加本力苏维翁 (原名为:阿塔妮加本力苏维翁特酿)                              ,750,,Cabernet Sauvignon/100% ,,,,,,"Vinified to highlight the intensity of the fruit and the roundness of the tannins, this is a typically Chilean Cabernet Sauvignon. Fresh flavors of red fruit and mint are supported by a tender structure. 此酒浓郁的果香与圆润的单宁非常突出，是一款典型的智利加本力苏维翁。结构柔顺，红果与薄荷的口味十分清新。",,aquitania_reserva_cabernet_sauvignon_2009.png,¥	109.00,¥	85.00,¥	102.00,¥	290.00,241%,71%,ASC,
ON,by_btl,White,France,Bourgogne,Mâconnais,Mâcon-Villages,2025,2011,Louis Jadot Macon Villages Blanc,Louis Jadot Macon Villages Blanc ,路易亚都世家马孔法定产区干白葡萄酒                              ,750,,Chardonnay/100%,,,,,,"Dry and easy to drink, lively and charming, this is a fruity wine with a floral scent and a hint of lemon, the Macon Villages should be drunk chilled and rather young.
This wine goes very well with a large range of food, fried or grilled fish, sea food, goat's milk cheese...
此酒是干型且容易饮用的葡萄酒，酒体活泼且迷人，是一款充满花香、散发隐约柠檬味的果味浓郁的葡萄酒，十分适合葡萄酒初级爱好者，此款酒适合在年轻的时候冰镇饮用，与大部分食物都能很好地搭配，例如炸鱼及烤鱼，海鲜及山羊奶奶酪。",,Louis_jadot_macon_blanc_villages-2006.png,¥	180.00,¥	140.00,¥	168.00,¥	380.00,171%,63%,ASC,
