Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,image_id,enoteca_price,Source,trade_price,real_cost,,cellar_price,年份,期初存货,购入数量汇总,销售量汇总by bottle,销售数量汇总by glass,销售数量汇总tasting flights,内部调货数量汇总-兕维,损耗数量汇总,库存数量,实盘数量,存储位置,送货单单价,供应商供货总价,内部调货金额汇总兕维,销售成本,存货,AL+AM,Total real_cost,Total enoteca_price,销售单价  by bottle,销售单价 by glass,销售单价tasting flights,损耗金额汇总表,销售额汇总表,备注,购货价比对,库存比对,,盘存状态,
OFF,by_btl,Sparkling,France,Crémant,,,1031,NV,Charles de Fere Cuvee Jean Louis Blanc de Blancs,迪费路易白中白起泡酒,750,,"Ugni Blanc
Colombard
Folle Blanche",,,,,,"Enticing pale gold color with especially elegant, fine bubbles.
The aromas are fresh and fruity in style.
Light and crispy to the taste, Cuvée Jean-Louis is full-bodied with a long finish.

迷人的淡金颜色，充溢着极其优雅美好的气泡。清新的水果芳香。
口感轻盈爽脆，酒体饱满，回味悠长",charles_des_fere_cremant_de_bourgogne_brut_nv.png,¥570.00,SMG,¥250.00,¥225.00,,¥281.25,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,¥0,¥0,0,0,0,0,0,,T,T,T,Y,
ON,by_btl,Sparkling,Spain,Cava,,,1032,NV,Freixenet Cava Carta Nevada,菲斯奈特金牌起泡葡萄酒                              ,750,,"Parellada /33%, 
Macabeo/ 33%, 
Xarello/ 33%

",,,87,,,"Straw yellow in color; clean and brilliant with medium-sized bubbles producing a persistent mousse. Light floral aromas on the nose, with a cleansing palate due to medium ageing. The dosage is made with wine from the same coupage aged for 12 mouths in oak barrels.
Best served at a temperature of 6-7ºC.
清雅的稻黄色酒体，酒体晶莹剔透，泡沫丰富持久，大小适中。淡淡的花香味，适度的陈酿令其口味清爽怡人。后添加的酒液是同批酒液经过12个月在橡木桶中的陈酿精心制成。
适宜在6至7摄氏度条件下饮用。

",freixenet_carta_nevada_bs.png,¥270.00,ASC,¥99.00,¥77.00,,¥96.25,,0,5,2,5,0,0,0,2,,冰箱1,77,385,0,231,154,385,¥385,¥540,1080,165,0,0,815,,T,F,T,Y,
ON,by_btl,Sparkling,Spain,Cava,,,1033,NV,Freixenet Cordon Negro Cava Seleccion,菲斯奈特黑牌起泡葡萄酒                              ,750,,"Parellada /40%
Macabeo/35%
Xarello /25%
",,,90,,,"
Brilliant pale yellow in color. Fine, intense and fruity aromas with persistent mousse. Clean and light on the palate with elegant length.
Best served at a temperature of 6-7ºC.
晶莹剔透的浅黄色酒体。香气精致，浓郁，果香十足，汽泡丰富。口味清新淡雅，回味持久，怡人。
适宜在6至7摄氏度条件下饮用。",Freixenet_cordon_negro_bs.png,¥300.00,ASC,¥116.00,¥90.00,,¥112.50,,0,33,4,0,0,0,1,28,,,90,810,0,360,360,810,"-¥5,670","¥1,200",1200,0,0,90,1200,送24瓶,F,F,T,Y,
ON,by_btl,Sparkling,Spain,Cava,,,1034,NV,Segura Viudas Aria,维达斯艾瑞娅起泡酒,750,12%,"Macabeo/ 50%
Parellada/40%
Xarel.Lo /10%",,,,,,"该款起泡酒散发出矿物，柑橘和清新苹果的果香，非常纯洁和迷人。香气和口感上都带有迷人的桃子，香蕉和甜瓜的果香味道。果香味集中，品质上乘。一款物超所值的起泡酒。                               Mineral, lime and crisp apple aromas give it a precise, pure nose. And that same character exists on the palate and finish, where white peach, green banana and melon flavors are full and forward. Shows good concentration and quality.  A fine value.

",Segura_Viudas_Aria.png,¥350.00,Watsons,¥148.00,¥111.00,,¥138.75,,0,6,0,0,0,0,0,6,,冰箱1冰箱3,111,666,0,0,666,666,¥666,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling,Spain,Cava,,,1035,NV,Segura Viudas Reserva Heredad,维达斯珍藏艾瑞黛德起泡酒,750,12%,Macabeo/ 67%                               Parellada/ 33%,,,,,,"稻草黄色泽，起泡细腻，香气中带有淡淡酵母烟熏还有一丝饼干或者面包的味道。紧接着蜂蜜，果香，花香的味道。口感上果香味丰富，带有些干果的味道。这些味道均来自酵母的陈酿，口感优雅，回味愉悦。     Straw yellow in colour, with a small, fine, plentiful mousse. The opening aromas are of the aging on lees, lightly smokey, with touches of biscuit or bread, which are followed by hints of honey, fruit and flower petals. The palate is excellent, fruity and full of flavor, with dried fruits from the lees ageing, but very elegant, giving the drinker a delightful sense of abundance
",Segura_Viudas_Reserva_Headed.png,¥600.00,Watsons,¥318.00,¥239.00,,¥298.75,,0,3,1,0,0,0,0,2,,冰箱1冰箱3,239,717,0,239,478,717,¥717,¥600,1200,0,0,0,600,,T,F,T,Y,
OFF,by_btl,Sparkling,Italy,Piedmont,Moscato d’Asti,,1036,2012,Nivole Moscato d'Asti (375mL),迈克基阿罗酒庄山中云阿斯蒂莫斯卡微泡甜白葡萄酒 （375毫升）              ,375,, Moscato/100％,,,,,,"Medium pale straw with green highlights. Intense, aromatic and fruity, suggestive of sage, grapefruit and musk. Clean, light and delicate, with balanced acidity.  
稻黄色的酒体掩映着绿色光泽。芬芳浓郁，充满果香，酒体清爽淡雅，果酸均衡，富含水果与麝香的芬芳。
",Michele_chiarlo_Nivole_Moscato_375ml_NV.png,¥320.00,ASC,¥127.00,¥99.00,,¥123.75,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,¥0,¥0,0,0,0,0,0,,T,T,T,Y,
OFF,by_btl,Sparkling,Italy,Piedmont,Moscato d’Asti,,1037,2012,Pelissero Moscato d’Asti,潘丽赛罗酒庄甜起泡葡萄酒,750,5.50%,Moscato,,,,,,"Colour:yellow/green colour with golden reflexes in a framework of persistent bubbles.
Nose: Typical flavours are those of acacia white flowers, of passion fruit, of honey with mineral aromas of sage, thyme and mint, typical of our land.
Palate: The palate senses a pleasant and tasty flavour with a balanced acidity to contrast the outstanding residual sugary background of the ripe grapes, such as to make this wine agreeable and intense.
颜色：黄绿色的晶莹酒体中带有持续性很强的气泡
香气：典型的口味中带有白色花朵，金合欢，百香果，蜂蜜与带有矿物质般鼠尾草的香气。同时具有当地典型百里香和薄荷的香味。
口感：愉悦，可口的口感。均衡的酸度与成熟的葡萄所留下的少量的残糖形成了良好的平衡。",pelissero_moscatodAsti.png,¥360.00,EMW,¥130.00,¥115.00,,¥143.75,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,¥0,0,0,0,0,0,,T,T,T,Y,
ON,by_btl,Sparkling,Italy,Lombardy,Franciacorta,,1038,NV,Montenisa Brut Spumante Franciacorta DOCG NV,蒙特妮莎天然型起泡酒,750,,,,,,,,,,¥872.00,LKS,,¥328.00,,¥410.00,,0,3,0,0,0,0,0,3,,P14,328,984,0,0,984,984,¥984,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling,Italy,Prosecco,,,1039,NV,Carpene Malvolti Treviso Extra Dry Prosecco DOC ,卡玛酒园特拉维索起泡葡萄酒                              ,750,,prosecco/100% ,,,,,,"Colour: pale straw yellow with greenish nuances.
Bouquet: very fine and fruity.
Taste: fresh delicate and pleasant.
Perlage: fine and continuous, typically lively and elegant. 
 灰白的稻黄色带有一丝绿色。
良好的水果气味。清爽宜人，余味悠长高雅并伴有热带水果的气味。
",Carpene_malvolti_prosecco.png,¥278.00,ASC,¥97.00,¥76.00,,¥95.00,,0,3,0,0,0,0,0,3,,冰箱1,76,228,0,0,228,228,¥228,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling,Italy,Veneto,Treviso,Valdobbiadene and Vidor,1040,NV,De Faveri Prosecco DOC,意大利普罗塞克起泡白葡萄酒（意大利法定产区）,750,11%,Glera (Prosecco) /100%,,,,,,"Fruity bouquet with peach and spring flowers. Natural sparkling wine, fruity with an intense bouquet reminiscent of some spring flowers, not an overly dry flavour. 桃子与春花香气。果香味浓郁。自然起泡葡萄酒，果味中混含浓郁的春花芳香，却无过干的口感。",de_faveri_proseco.png,¥280.00,BwA,¥118.00,¥79.00,,¥98.75,,0,6,1,0,0,0,0,5,,冰箱1,79,474,0,79,395,474,¥474,¥280,280,0,0,0,280,,T,F,T,Y,
ON,by_btl,Sparkling,Germany,,,,1041,2007,Bardong Erbacher Honigberg Riesling Sekt Brut,芭栋雷司令气泡酒,750,,,,,,,,,,¥480.00,GFW,,¥165.00,,¥206.25,2007,0,2,0,0,0,0,2,0,,,165,330,0,0,0,330,¥330,¥0,0,0,0,330,0,,T,T,T,Y,
ON,by_btl,Sparkling,Australia,,,,1042,NV,Jacob’s Creek Chardonnay Pinot Noir Sparkling,杰卡斯霞多丽黑品乐起泡葡萄酒,750,,,,,,,,"颜色：中等稻草黄绿色,细腻而持久的气泡。
香气：完美结合了来自莎当尼新鲜柠檬的香气及来自黑皮诺的红醋栗的香气。
口感：优雅的柑橘类果香，结合奶油坚果的酵母香气，使得葡萄酒浓郁且富结构感。口感细腻而清爽。
Colour:
Mid straw green with a fine gas bead and persistent mousse.
Bouquet:
The refreshing lemon citrus aromas of Chardonnay are in harmony with
the red currant characters of Pinot Noir.
Palate:
Generous citrus fruit flavours are enhanced with creamy nutty yeast characters providing both richness and structure. The wine finishes soft,crisp and clean.",,¥320.00,PRC,¥126.00,¥120.00,,¥150.00,,0,3,0,0,0,0,0,3,,冰箱1,120,360,0,0,360,360,¥360,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling,Australia,,,,1043,NV,Chandon Brut NV,香桐起泡葡萄酒,750,12.50%,"Chardonnay
Pinot noir",,,,,,"Chandon Sparkling NV
The entry is soft with generous primary fruit characters followed by a creamy mid-palate offering nougat and nectarines extending to a lingering and crisp brut finish. A vibrant, fresh style with subtle fruit flavours and a balanced creamy palate.
香桐起泡葡萄酒
明快新鲜的柑橘果香和鲜花的香味竞相绽放。阵阵的生梨和白色油桃的果香与可口的烤榛子和细腻的香料的气息融为一体。入口果香浓郁，随后如奶油般柔和的口感衬托出了果仁糖和油桃的味道；回味悠长，清冽干爽。",Chandon_Brut_NV_beautyshot.png,¥360.00,MHD,¥125.00,¥110.00,,¥137.50,,0,12,0,1,0,0,2,10,,冰箱1,110,1320,0,0,1122,1320,"¥1,320",¥0,0,290,0,198,65,,T,F,T,Y,
ON,by_btl,Sparkling,Australia,Victoria,,,1044,NV,Brown Brothers Zibibbo (semi sweet),布琅兄弟资宝起泡葡萄酒（低醇葡萄酒）                              ,750,,Muscat of Alexandria,,,,,,"This sparkling wine is a youthful pale yellow to green colour and has lifted aromas of musk, sherbet, fresh passion fruit and apple. Zibibbo is bursting with Bubbles and summer fruit flavors with a racy, fresh vibrant finish. This Sparkling will make any occasion a celebration 这款起泡酒呈淡浅黄绿色，麝香，冰冻果子露，新鲜西番莲和苹果香味。带有爆发性的起泡，夏日水果香，清新活泼的余味。 这是一款适合任何庆典场合的起泡酒。",brown_brothers_zibibbo.png,¥290.00,ASC,¥107.00,¥83.00,,¥103.75,,0,3,2,0,0,0,0,1,,冰箱1,83,249,0,166,83,249,¥249,¥580,1160,0,0,0,580,,T,F,T,Y,
ON,by_btl,Sparkling,Chile,,,,1045,NV,"Casillero del Diablo Brut Chardonnay Sparkling, Limarí Valley",红魔鬼天然型夏多内起泡葡萄酒,750,,Chardonnay,,,,15,,"Austerity and minerality, along with vibrant acidity;
Long persistent finish, fine and small bubbles and medium body set its elegance
紧致口感，矿物味道馥郁；
果酸充满活力，余味绵长悠然；
精致优雅，气泡细腻，酒体均衡。",Casillero_del_Diablo_Brut_Chardonnay.png,¥290.00,SMG,¥99.00,¥84.00,,¥105.00,NV,0,3,0,0,0,0,0,3,,冰箱1,84,252,0,0,252,252,¥252,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling Rosé,Germany,,,,1046,2005,Bardong Rudesheimer Klosterberg Pinot Noir Rose Sekt Brut,芭栋黑品乐玫瑰气泡酒,750,,,,,,,,,,¥480.00,GFW,,¥197.00,,¥246.25,2005,0,2,0,0,0,0,0,2,,冰箱1,197,394,0,0,394,394,¥394,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling Rosé,Australia,,,,1047,NV,Jacob’s Creek Moscato Sparkling semi-sweet,杰卡斯莫斯卡托桃红半干起泡葡萄酒,750,,Moscato/100%,,,,,,"颜色：浅粉色
香气：展现新鲜芬芳的覆盆子和草莓的芳香，同时略带一丝梨子的香气。
口感：轻度酒体，口中展现新鲜红色水果风味。优雅细腻的气泡和清新的口感达到了完美的平衡,带来难忘的品酒体验。
Colour:
Pale pink.
Bouquet:
Fresh, fragrant raspberry and strawberry aromas with hints of pear.
Palate:
Light and refreshing with red summer berry flavours. The wine is
elegantly balanced on the palate with the fine bubbles and a crisp finish
creating a tantalising drinking experience.",,¥320.00,PRC,¥126.00,¥120.00,,¥150.00,,0,3,0,0,0,0,0,3,,冰箱1,120,360,0,0,360,360,¥360,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling Rosé,Australia,,,,1048,NV,Chandon Brut NV rosé,香桐粉红起泡葡萄酒,750,12.50%,"Chardonnay
Pinot noir",,,,,,"Chandon Rosé NV
Fresh ripe black cherries, citrus and stone fruit notes dominate the nose, complimented by freshly baked pie crust aromas from 18 months of yeast age. The gentle and creamy mouth feel reveals stone fruits, raspberry and vanilla ice-cream characters. Soft citrus tones keep the palate fresh, balanced and focused.
香桐粉红起泡葡萄酒
新鲜成熟的黑樱桃，柑橘，核果的味道十分明显，此外18个月的酵母沉淀陈年赋予新鲜如烤馅饼起酥的芳香。入口柔和，质地如奶油般幼滑，核果，覆盆子，香草冰激凌的特征十分明显；柔美的柑橘的味道令口感十分清新且均衡。",Chandon_Brut_Rose_NV_beautyshot.png,¥390.00,MHD,¥145.00,¥128.00,,¥160.00,,0,6,1,3,0,0,2,2.8,,冰箱1,128,768,0,204.8,358.4,768,¥768,¥390,1560,320,0,204.8,630,,T,F,T,Y,
ON,by_btl,Sparkling Red,Australia,Victoria,,,1049,NV,Mount Langi Cliff Edge Sparkling Shiraz,朗节  西拉起泡葡萄酒,750,14.50%,Shiraz,,,,,,"强劲的紫红色泽，陈酿的果香、橡木桶香和柔和的单宁无缝不入；红莓、黑莓、辛香、辣香、酸度，单宁，相得益彰。- James Halliday，96分，2005“Powerful purple colour; the same seamless flow of fruit, oak and tannins as in the preceding vintages; the flavours range through red cherry, blackberry, spice, pepper, tamed by lively acidity and fine tannins - 96 points, James Halliday, 2005",,¥410.00,TWR,¥268.00,¥161.00,,¥201.25,NV,0,2,0,0,0,0,0,2,,冰箱1,161,322,0,0,322,322,¥322,¥0,0,0,0,0,0,,T,F,T,Y,
OFF,by_btl,Sparkling,France,Champagne,,,1050,NV,Duval Leroy Champagne Brut,杜洛儿香槟（花香风格）,750,,,,,,,,,,,EMW,,,,¥0.00,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,¥0,0,0,0,0,0,,T,T,T,Y,
ON,by_btl,Sparkling,France,Champagne,,,1051,NV,Perrier Jouët Grand Brut NV,巴黎之花绝干香槟,750,,,,,,,,,,¥880.00,PRC,,¥310.00,,¥387.50,,0,19,6,0,0,6,0,7,,"冰箱1,14号箱",310,5890,1860,1860,4030,5890,"¥5,890","¥4,080",2720,0,0,0,4080,SM,T,F,T,Y,
ON,by_btl,Sparkling,France,Champagne,,,1052,NV,Philiponnat Royal Reserve Brut NV,菲丽宝娜皇家珍藏香槟,750,,,,,,,,,,¥880.00,SM,,¥255.00,,¥318.75,2007,0,1,0,0,0,0,0,1,,冰箱1,255,255,0,0,255,255,¥255,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling,France,Champagne,,,1053,2002,Dom Perignon Andy Warhol x 3btls,唐培里侬安迪-沃霍尔纪念版香槟,2250,,,,,,,,,,"¥11,800.00",SM,,"¥4,800.00",,"¥6,000.00",2002,0,3,0,0,0,3,0,0,,P1,1200,3600,3600,0,3600,3600,"¥14,400",¥0,0,0,0,0,0,,F,T,T,,
OFF,by_btl,Sparkling,France,Champagne,,,1054,2004,Duval Leroy Blanc de Chardonnay Millésimé,杜洛儿香槟霞多丽香槟,750,,,,,,,,,,,EMW,,,,¥0.00,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,¥0,0,0,0,0,0,,T,T,T,Y,
ON,by_btl,Sparkling,France,Champagne,,,1055,2004,Lious roederer Cristal,路易王妃水晶珍藏香槟,750,12.00%,"Pinot Noir/55%
Chardonnay/45%",,,94,17.5,,"王妃水晶香槟是细致丰腴、和谐的葡萄酒:丰富且具优秀的陈年潜力。明亮的黄色，呈现出与淡琥珀色的细微差别，及精细和持续柔和的冒泡，给人一种极深刻的花香味。白果、甜美花粉、柑橘、极纯的矿物味，散发芳香的优雅、霞多丽的精致。
Cristal is a precise, harmonious wine: rich and powerful with superb aging potential.Brilliant yellow color displaying light amber nuances, combined with an ultra-fine, persistent, soft effervescence. There’s an intense, highly expressive bouquet on the first nose! The aromatic elegance and precision of Chardonnay is apparent: white fruit, sweet pollen, fine citrus fruit and very pure minerality.",Cristal_louis_roederer_2004.png,"¥4,500.00",LKS,"¥2,920.00","¥1,980.00",,"¥2,475.00",2004,0,2,0,0,0,0,0,2,,己3，冰箱1,1980,3960,0,0,3960,3960,"¥3,960",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Sparkling,France,Champagne,,,1056,2002,Dom Perignon,唐培里侬香槟（香槟王）,750,12.50%,"Chardonnay
Pinot noir ",,,,,,"On the nose:
The first hints of fresh almond and harvest aromas immediately open up into preserved lemon and dried fruits, the whole rounded off by darker smoky and toasted qualities.
On the palate:
The presence of the wine on the palate is immediately captivating. Paradoxically concentrated yet creamy, it is energetic and warm in the mouth, focusing on the fruit, then gradually taking on more profound bass notes. The whole holds its note perfectly, intensively, with just a subtle, elegant hint of underlying bitterness.
香味：最初能闻到新鲜杏仁和麦收时节的芬芳气味，随即是柠檬和干果的清香，综合着烟熏和烤面包的浓香。
口感：入口即刻就感觉醇香四溢，既醇厚又轻盈，散发出稠密的果味，紧接着变得丰盈芳醇。整体呈现完美并略微带有轻柔独特的矿物质感。
",Dom_Perignon_2002.png,"¥2,900.00",MHD,"¥1,310.00","¥1,268.00",,"¥1,585.00",2003,0,5,0,0,0,0,0,5,,P1,1268,6340,0,0,6340,6340,"¥6,340",¥0,0,0,0,0,0,3瓶不知道单价,T,F,T,Y,
ON,by_btl,Sparkling,Italy,Piedmont,Moscato d’Asti,,1057,2011,Terre da Vino Monti Furchi Moscato d'Asti DOCG,达威隆-蒙奇阿斯蒂,750,,,,,,,,,,¥360.00,ALT,¥189.00,¥75.60,¥236.25,¥94.50,,0,17,2,0,0,1,0,14,,冰箱1,,825,75,75,750,825,¥825,¥720,720,0,0,0,720,,,,,T,
